"shopify_product_id","title","handle","online_store_url","stone_name","stone_handle","content_updated_at","stone_description_length","story_text_length","content_review_status","current_live_second_tab_source"
"10669293568347","Boucles d'oreilles dorées en sodalite - 36 mm","boucles-d-oreilles-dorees-en-sodalite-36-mm","https://milaura.fr/products/boucles-d-oreilles-dorees-en-sodalite-36-mm","Sodalite","sodalite","2026-08-25",117,506,"stone_description_too_short","story_text_wrongly_rendered"
"10669294158171","Bracelet doré en sodalite et pierres bleues","bracelet-dore-en-sodalite-et-pierres-bleues","https://milaura.fr/products/bracelet-dore-en-sodalite-et-pierres-bleues","Sodalite","sodalite","2026-08-25",133,510,"stone_description_too_short","story_text_wrongly_rendered"
"10669295272283","Collier doré en sodalite facettée - 38 à 43 cm","collier-dore-en-sodalite-facettee-38-a-43-cm","https://milaura.fr/products/collier-dore-en-sodalite-facettee-38-a-43-cm","Sodalite","sodalite","2026-08-25",157,533,"stone_description_too_short","story_text_wrongly_rendered"
"10669625147739","Bracelet Cléa doré en sodalite 8 mm","bracelet-clea-dore-en-sodalite-8-mm","https://milaura.fr/products/bracelet-clea-dore-en-sodalite-8-mm","Sodalite","sodalite","2026-08-25",105,368,"stone_description_too_short","story_text_wrongly_rendered"
"10669623476571","Boucles d'oreilles Loa argentées en sodalite 25 mm","boucles-d-oreilles-loa-argentees-en-sodalite-25-mm","https://milaura.fr/products/boucles-d-oreilles-loa-argentees-en-sodalite-25-mm","Sodalite","sodalite","2026-08-25",112,372,"stone_description_too_short","story_text_wrongly_rendered"
"10669293076827","Bague dorée en sodalite - Taille 54","bague-doree-en-sodalite-taille-54","https://milaura.fr/products/bague-doree-en-sodalite-taille-54","Sodalite","sodalite","2026-08-25",130,484,"stone_description_too_short","story_text_wrongly_rendered"
"10669294682459","Bracelet doré en améthyste - 16 à 21 cm","bracelet-dore-en-amethyste-16-a-21-cm","https://milaura.fr/products/bracelet-dore-en-amethyste-16-a-21-cm","Améthyste","amethyste","2026-08-25",143,505,"stone_description_too_short","story_text_wrongly_rendered"
"10669626720603","Bracelet Mira doré en cristal de roche 4 mm","bracelet-mira-dore-en-cristal-de-roche-4-mm","https://milaura.fr/products/bracelet-mira-dore-en-cristal-de-roche-4-mm","Cristal de roche","cristal-de-roche","2026-08-25",96,664,"stone_description_too_short","story_text_wrongly_rendered"
"10669416186203","Coffret roller visage en jade néphrite","coffret-roller-visage-en-jade-nephrite","https://milaura.fr/products/coffret-roller-visage-en-jade-nephrite","Jade néphrite","jade","2026-08-25",145,493,"stone_description_too_short","story_text_wrongly_rendered"
"10669417595227","Bracelet en cyanite bleue - Perles de 6 mm","bracelet-en-cyanite-bleue-perles-de-6-mm","https://milaura.fr/products/bracelet-en-cyanite-bleue-perles-de-6-mm","Cyanite bleue","cyanite-bleue","2026-08-25",138,441,"stone_description_too_short","story_text_wrongly_rendered"
"10669623968091","Bracelet Calysta doré en quartz rose et cristal de roche","bracelet-calysta-dore-en-quartz-rose-et-cristal-de-roche","https://milaura.fr/products/bracelet-calysta-dore-en-quartz-rose-et-cristal-de-roche","Quartz rose","quartz-rose","2026-08-25",129,394,"stone_description_too_short","story_text_wrongly_rendered"
"10669774831963","Bracelet Murmure doré en améthyste 4 mm","bracelet-murmure-dore-en-amethyste-4-mm","https://milaura.fr/products/bracelet-murmure-dore-en-amethyste-4-mm","Améthyste","amethyste","2026-08-25",105,599,"stone_description_too_short","story_text_wrongly_rendered"
"10669627375963","Bracelet Mira doré en quartz rose et cristal de roche","bracelet-mira-dore-en-quartz-rose-et-cristal-de-roche","https://milaura.fr/products/bracelet-mira-dore-en-quartz-rose-et-cristal-de-roche","Quartz rose","quartz-rose","2026-08-25",96,635,"stone_description_too_short","story_text_wrongly_rendered"
"10669778305371","Bracelet Rosalia doré en quartz rose et rhodonite 3 mm","bracelet-rosalia-dore-en-quartz-rose-et-rhodonite-3-mm","https://milaura.fr/products/bracelet-rosalia-dore-en-quartz-rose-et-rhodonite-3-mm","Quartz rose","quartz-rose","2026-08-25",115,622,"stone_description_too_short","story_text_wrongly_rendered"
"10669780074843","Boucles d'oreilles Loa argentées en aventurine verte 25 mm","boucles-d-oreilles-loa-argentees-en-aventurine-verte-25-mm","https://milaura.fr/products/boucles-d-oreilles-loa-argentees-en-aventurine-verte-25-mm","Aventurine verte","aventurine-verte","2026-08-25",98,363,"stone_description_too_short","story_text_wrongly_rendered"
"10669781680475","Bracelet Alba doré en jaspe paysage et oeil de tigre","bracelet-alba-dore-en-jaspe-paysage-et-oeil-de-tigre","https://milaura.fr/products/bracelet-alba-dore-en-jaspe-paysage-et-oeil-de-tigre","Jaspe paysage","jaspe","2026-08-25",103,395,"stone_description_too_short","story_text_wrongly_rendered"
"10669785317723","Bracelet Eira doré en améthyste 6 mm","bracelet-eira-dore-en-amethyste-6-mm","https://milaura.fr/products/bracelet-eira-dore-en-amethyste-6-mm","Améthyste","amethyste","2026-08-25",106,368,"stone_description_too_short","story_text_wrongly_rendered"
"10669787185499","Bracelet Eira doré en aventurine verte 6 mm","bracelet-eira-dore-en-aventurine-verte-6-mm","https://milaura.fr/products/bracelet-eira-dore-en-aventurine-verte-6-mm","Aventurine verte","aventurine-verte","2026-08-25",113,364,"stone_description_too_short","story_text_wrongly_rendered"
"10669789249883","Bracelet Eira doré en howlite blanche 6 mm","bracelet-eira-dore-en-howlite-blanche-6-mm","https://milaura.fr/products/bracelet-eira-dore-en-howlite-blanche-6-mm","Howlite blanche","howlite","2026-08-25",96,608,"stone_description_too_short","story_text_wrongly_rendered"
"10669793509723","Bracelet en améthyste rubanée 6 mm","bracelet-en-amethyste-rubanee-6-mm","https://milaura.fr/products/bracelet-en-amethyste-rubanee-6-mm","Améthyste rubanée","amethyste","2026-08-25",104,401,"stone_description_too_short","story_text_wrongly_rendered"
"10669966754139","Plaque de rechargement zodiaque en sélénite - 100 mm","plaque-de-rechargement-zodiaque-en-selenite-100-mm","https://milaura.fr/products/plaque-de-rechargement-zodiaque-en-selenite-100-mm","Sélénite","selenite","2026-08-25",115,786,"stone_description_too_short","story_text_wrongly_rendered"
"10669969277275","Arbre minéral en améthyste du Brésil - 150 à 200 mm","arbre-mineral-en-amethyste-du-bresil-150-a-200-mm","https://milaura.fr/products/arbre-mineral-en-amethyste-du-bresil-150-a-200-mm","Améthyste","amethyste","2026-08-25",129,778,"stone_description_too_short","story_text_wrongly_rendered"
"10670433829211","Distributeur de savon en aventurine bleue brute - 100 à 150 mm","distributeur-de-savon-en-aventurine-bleue-brute-100-a-150-mm","https://milaura.fr/products/distributeur-de-savon-en-aventurine-bleue-brute-100-a-150-mm","Aventurine bleue","aventurine-bleue","2026-08-25",113,790,"stone_description_too_short","story_text_wrongly_rendered"
